"Price","Year","Model","HorsePower","ConsumerRating","SellerRating","Color","Drivetrain","FuelRate","FuelType","Transmission","Engine Capacity(L)","Cylinder","Mileage","bodyType","numberOfDoors"
"","2021","330 i xDrive","258","4.9","4.7","Phytonic Blue Metallic","All-wheel Drive","34","Gasoline","8-Speed Automatic","2","4","11386","Sedan","4"
"","2020","X7 xDrive40i","381","4.9","4.6","Black Sapphire Metallic","All-wheel Drive","25","Gasoline","8-Speed Automatic","3","6","13840","SUV","4"
"","2008","M6","560","4.8","3","Silver","Rear-wheel Drive","17","Gasoline","7-Speed Automatic with Auto-Shift","5","10","45000","Cabriolet","4"
"","2018","X6 xDrive35i","306","4.7","4.2","Alpine White","All-wheel Drive","24","Gasoline","8-Speed Automatic","3","6","12683","SUV","4"
"","2019","X5 xDrive40i","340","4.7","4.7","Black","All-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","39751","SUV","4"
"","2019","X3 sDrive30i","249","4.7","4.5","Black Sapphire Metallic","Rear-wheel Drive","30","Gasoline","8-Speed Automatic","2","4","11026","Crossover","4"
"","2018","X2 xDrive28i","231","4.7","4.7","Jet Black","All-wheel Drive","31","Gasoline","8-Speed Automatic","2","4","34341","SUV","4"
"","2017","X3 sDrive28i","245","4.8","4.7","White Metallic","Rear-wheel Drive","28","Gasoline","8-Speed Automatic","2","4","45646","Crossover","4"
"","2020","X5 xDrive40i","340","4.7","4.7","Phytonic Blue Metallic","All-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","20912","SUV","4"
"","2018","X5 xDrive50i","329","4.8","3.7","Black Sapphire Metallic","All-wheel Drive","21","Gasoline","8-SPEED A/T","4.4","8","36215","SUV","4"
"","2019","X3 sDrive30i","249","4.7","4.1","–","Rear-wheel Drive","30","Gasoline","8-Speed Automatic","2","4","17505","Crossover","4"
"","2019","X5 xDrive40i","340","4.7","4.7","Alpine White","All-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","35694","SUV","4"
"","2019","X3 xDrive30i","249","4.7","2.4","Black","All-wheel Drive","29","Gasoline","8-Speed Automatic","2","4","23071","SUV","4"
"","2019","X5 xDrive40i","340","4.7","4.8","Jet Black","All-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","23900","SUV","4"
"","2019","X3 sDrive30i","249","4.7","4.7","Jet Black","Rear-wheel Drive","30","Gasoline","8-Speed Automatic","2","4","39084","Crossover","4"
"","2019","X3 xDrive30i","249","4.7","3.6","Black","All-wheel Drive","29","Gasoline","8-Speed Automatic","2","4","49088","SUV","4"
"","2019","X3 xDrive30i","249","4.7","3","Black","All-wheel Drive","29","Gasoline","8-Speed Automatic","2","4","29004","SUV","4"
"","2020","X3 xDrive30i","249","4.9","4.6","Jet Black","All-wheel Drive","29","Gasoline","Automatic","2","4","30507","SUV","4"
"","2020","X5 xDrive40i","340","4.7","4.5","Dark Graphite Metallic","All-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","12412","SUV","4"
"","2016","X5 xDrive50i","329","4.8","4.7","White Metallic","All-wheel Drive","21","Gasoline","8-Speed Automatic","4.4","8","91976","SUV","4"
"","2018","X3 xDrive30i","249","4.8","3.9","Dark Graphite Metallic","All-wheel Drive","29","Gasoline","8-Speed Automatic","2","4","48504","SUV","4"
"","2015","X3 xDrive28i","245","4.6","4.1","Space Gray Metallic","All-wheel Drive","28","Gasoline","8-Speed Automatic","2","4","28490","SUV","4"
"","2011","550 i xDrive","530","4.5","4.7","–","All-wheel Drive","24","Gasoline","8-Speed Automatic","4.4","8","73142","Sedan","4"
"","2021","330 i","258","4.9","2.2","Black","Rear-wheel Drive","36","Gasoline","8-Speed Automatic","2","4","23485","Sedan","4"
"","2021","X3 sDrive30i","249","4.7","4","White Metallic","Rear-wheel Drive","29","Gasoline","8-Speed Automatic","2","4","12558","Crossover","4"
"","2021","X5 xDrive40i","340","4.8","4.5","Mineral White Metallic","All-wheel Drive","25","Gasoline","8-Speed Automatic","3","6","19906","SUV","4"
"","2017","X5 xDrive35i","306","4.7","4.5","Dark Graphite Metallic","All-wheel Drive","24","Gasoline","8-Speed Automatic","3","6","89990","SUV","4"
"","2020","X5 xDrive40i","340","4.7","4.4","Dark Graphite Metallic","All-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","40034","SUV","4"
"","2019","X5 xDrive40i","340","4.7","4.4","Jet Black","All-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","19685","SUV","4"
"","2019","330 i xDrive","258","4.9","4.6","Jet Black","All-wheel Drive","34","Gasoline","8-Speed Automatic","2","4","12034","Sedan","4"
"","2017","X5 sDrive35i","306","4.7","4.7","Black Sapphire Metallic","Rear-wheel Drive","25","Gasoline","8-Speed Automatic","3","6","99265","Crossover","4"
"","2015","X5 xDrive35i","306","4.7","4.9","Sparkling","All-wheel Drive","27","Gasoline","8-Speed Automatic","3","6","82777","SUV","4"
"","2019","X7 xDrive50i","530","4.1","3.4","Carbon Black Metallic","All-wheel Drive","21","Gasoline","8-Speed Automatic","4.4","8","1977","SUV","4"
"","2020","X3 xDrive30i","249","4.9","3.7","Blue Metallic","All-wheel Drive","29","Gasoline","8-Speed Automatic","2","4","28095","SUV","4"
"","2016","X5 xDrive35i","306","4.8","1.8","White","All-wheel Drive","24","Gasoline","8-Speed Automatic","3","6","39130","SUV","4"
"","2014","X5 xDrive50i","329","4.7","4.8","Space Gray Metallic","All-wheel Drive","22","Gasoline","8-Speed Automatic","4.4","8","117760","SUV","4"
"","2020","330 i","258","4.6","1.8","Gray","Rear-wheel Drive","36","Gasoline","8-Speed Automatic","2","4","23995","Sedan","4"
"","2019","330 i","258","4.9","4.8","White Metallic","Rear-wheel Drive","36","Gasoline","8-Speed Automatic","2","4","16062","Sedan","4"
"","2021","330 i xDrive","258","4.9","2.9","Black","All-wheel Drive","34","Gasoline","8-Speed Automatic","2","4","20045","Sedan","4"
"","2018","X2 xDrive28i","231","4.7","3.4","Mineral Gray Metallic","All-wheel Drive","31","Gasoline","8-Speed Automatic","2","4","30812","SUV","4"
"","2021","330 i xDrive","258","4.9","4.7","Mineral Gray Metallic","All-wheel Drive","34","Gasoline","8-Speed Automatic","2","4","10746","Sedan","4"
"","2018","320 i xDrive","184","4.9","1.4","Alpine White","All-wheel Drive","34","Gasoline","8-SPEED A/T","2","4","13682","Hatchback","4"
"","2019","X7 xDrive40i","381","4.1","4.7","Alpine White","All-wheel Drive","25","Gasoline","8-Speed Automatic","3","6","32428","SUV","4"
"","2019","X5 xDrive40i","340","4.7","4.7","Metallic","All-wheel Drive","26","Gasoline","8-Speed Automatic","3","6","19138","SUV","4"
"","2018","X2 xDrive28i","231","4.7","4.5","Black Sapphire Metallic","All-wheel Drive","31","Gasoline","8-Speed Automatic","2","4","53672","SUV","4"
